Family Code,County,Cars,Computer Owned,Internet Status,Transport,Start Time,Travel Time
376,Waterford,1,computer_yes,internet_broadband,travel_car_passenger,leave_n/a,time_n/a
377,Waterford,0,computer_no,internet_no,travel_other,leave_0930,time_15
378,Waterford,0,computer_no,internet_no,travel_foot,leave_0900,time_30
379,Waterford,0,computer_yes,internet_no,travel_car_passenger,leave_0930,time_15
380,Waterford,2,computer_yes,internet_broadband,travel_car,leave_0830,time_15
381,Waterford,2,computer_yes,internet_other,travel_car,leave_0800,time_30
382,Waterford,1,computer_yes,internet_broadband,travel_car,leave_0900,time_15
383,Waterford,2,computer_yes,internet_broadband,travel_car,leave_0900,time_30
384,Waterford,1,computer_yes,internet_no,travel_foot,leave_0800,time_15
385,Waterford,1,computer_yes,internet_broadband,travel_car_passenger,leave_after_0930,time_15
386,Waterford,1,computer_yes,internet_broadband,travel_car,leave_0900,time_30
387,Waterford,0,computer_no,internet_broadband,travel_foot,leave_0730,time_30
388,Waterford,2,computer_yes,internet_no,travel_foot,leave_0830,time_n/a
389,Waterford,4,computer_yes,internet_broadband,travel_car,leave_0930,time_15
390,Waterford,1,computer_no,internet_broadband,travel_foot,leave_0800,time_30
391,Waterford,1,computer_no,internet_broadband,travel_foot,leave_0830,time_30
392,Waterford,2,computer_yes,internet_broadband,travel_car,leave_0900,time_15
393,Waterford,4,computer_no,internet_no,travel_car_passenger,leave_0700,time_15
394,Waterford,2,computer_yes,internet_broadband,travel_car,leave_0830,time_15
395,Waterford,0,computer_no,internet_broadband,travel_car,leave_0900,time_15
396,Waterford,2,computer_yes,internet_n/a,travel_car,leave_0900,time_60
397,Waterford,0,computer_yes,internet_broadband,travel_car_passenger,leave_0800,time_n/a
398,Waterford,2,computer_yes,internet_broadband,travel_bus,leave_0900,time_15
399,Waterford,2,computer_no,internet_broadband,travel_car_passenger,leave_n/a,time_15
400,Waterford,3,computer_yes,internet_no,travel_car_passenger,leave_0830,time_30
401,Waterford,4,computer_yes,internet_broadband,travel_other,leave_0930,time_15
